"Código";"Artículo";"Descripción";"Descripción"
"7798348845164";"05-901";"VINO";"85"
"7798348845171";"05-901";"VINO";"90"
"7798348845188";"05-901";"VINO";"95"
"7798348845195";"05-901";"VINO";"100"
"7798348845201";"05-901";"ROSA PERLA";"85"
"7798348845218";"05-901";"ROSA PERLA";"90"
"7798348845225";"05-901";"ROSA PERLA";"95"
"7798348845232";"05-901";"ROSA PERLA";"100"
"7798348845249";"05-901";"PINO";"85"
"7798348845256";"05-901";"PINO";"90"
"7798348845263";"05-901";"PINO";"95"
"7798348845270";"05-901";"PINO";"100"
"7798348845287";"05-901";"OBISPO";"85"
"7798348845294";"05-901";"OBISPO";"90"
"7798348845300";"05-901";"OBISPO";"95"
"7798348845317";"05-901";"OBISPO";"100"
"7798348845324";"05-901";"NEGRO";"85"
"7798348845331";"05-901";"NEGRO";"90"
"7798348845348";"05-901";"NEGRO";"95"
"7798348845355";"05-901";"NEGRO";"100"
"7798348845362";"05-901";"NAVY";"85"
"7798348845379";"05-901";"NAVY";"90"
"7798348845386";"05-901";"NAVY";"95"
"7798348845393";"05-901";"NAVY";"100"
"7798348845409";"05-901";"MALVA";"85"
"7798348845416";"05-901";"MALVA";"90"
"7798348845423";"05-901";"MALVA";"95"
"7798348845430";"05-901";"MALVA";"100"
"7798348845447";"05-901";"FRUTILLA";"85"
"7798348845454";"05-901";"FRUTILLA";"90"
"7798348845461";"05-901";"FRUTILLA";"95"
"7798348845478";"05-901";"FRUTILLA";"100"
"7798348845485";"05-901";"BLANCO";"85"
"7798348845492";"05-901";"BLANCO";"90"
"7798348845508";"05-901";"BLANCO";"95"
"7798348845515";"05-901";"BLANCO";"100"
"7798348845522";"05-901";"AZUL";"85"
"7798348845539";"05-901";"AZUL";"90"
"7798348845546";"05-901";"AZUL";"95"
"7798348845553";"05-901";"AZUL";"100"
"7798348845560";"05-901";"SURTIDO";"85"
"7798348845577";"05-901";"SURTIDO";"90"
"7798348845584";"05-901";"SURTIDO";"95"
"7798348845591";"05-901";"SURTIDO";"100"
"7798348845607";"05-901";"ARENA";"85"
"7798348845614";"05-901";"ARENA";"90"
"7798348845621";"05-901";"ARENA";"95"
"7798348845638";"05-901";"ARENA";"100"
"7798348845645";"05-901";"AERO";"85"
"7798348845652";"05-901";"AERO";"90"
"7798348845669";"05-901";"AERO";"95"
"7798348845676";"05-901";"AERO";"100"
"7798348845683";"05-53";"NOUGAT";"85"
"7798348845690";"05-53";"NOUGAT";"90"
"7798348845706";"05-53";"NOUGAT";"95"
"7798348845713";"05-53";"NOUGAT";"100"
"7798348845720";"05-53";"SOFIA";"85"
"7798348845737";"05-53";"SOFIA";"90"
"7798348845744";"05-53";"SOFIA";"95"
"7798348845751";"05-53";"SOFIA";"100"
"7798348845768";"05-084";"BLANCO/SOFIA";"1"
"7798348845775";"05-084";"BLANCO/SOFIA";"2"
"7798348845782";"05-084";"BLANCO/SOFIA";"3"
"7798348845867";"05-0216";"NEGRO/NUDE";"1"
"7798348845874";"05-0216";"NEGRO/NUDE";"2"
"7798348845881";"05-0216";"NEGRO/NUDE";"3"
"7798348845898";"05-0216";"NEGRO/NUDE";"4"
"7798348845904";"05-0216";"VINO/AZUL";"1"
"7798348845911";"05-0216";"VINO/AZUL";"2"
"7798348845928";"05-0216";"VINO/AZUL";"3"
"7798348845935";"05-0216";"VINO/AZUL";"4"
"7798348845942";"05-5688";"BLANCO";"85"
"7798348845959";"05-5688";"BLANCO";"90"
"7798348845966";"05-5688";"BLANCO";"95"
"7798348845973";"05-5688";"BLANCO";"100"
"7798348845980";"05-5688";"NEGRO";"85"
"7798348845997";"05-5688";"NEGRO";"90"
"7798348846000";"05-5688";"NEGRO";"95"
"7798348846017";"05-5688";"NEGRO";"100"
"7798348846024";"05-5688";"NUDE";"85"
"7798348846031";"05-5688";"NUDE";"90"
"7798348846048";"05-5688";"NUDE";"95"
"7798348846055";"05-5688";"NUDE";"100"
"7798348846062";"05-5688";"RUBI";"85"
"7798348846079";"05-5688";"RUBI";"90"
"7798348846086";"05-5688";"RUBI";"95"
"7798348846093";"05-5688";"RUBI";"100"
"7798348846109";"05-5688";"TIBURON";"85"
"7798348846116";"05-5688";"TIBURON";"90"
"7798348846123";"05-5688";"TIBURON";"95"
"7798348846130";"05-5688";"TIBURON";"100"
"7798348846147";"05-061";"ANIMAL PRINT";"1"
"7798348846154";"05-061";"ANIMAL PRINT";"2"
"7798348846161";"05-061";"ANIMAL PRINT";"3"
"7798348846178";"05-061";"BLANCO/LIBERTY";"1"
"7798348846185";"05-061";"BLANCO/LIBERTY";"2"
"7798348846192";"05-061";"BLANCO/LIBERTY";"3"
"7798348846208";"05-0217";"BLANCO/SOFIA";"1"
"7798348846215";"05-0217";"BLANCO/SOFIA";"2"
"7798348846222";"05-0217";"BLANCO/SOFIA";"3"
"7798348846239";"05-0217";"BLANCO/SOFIA";"4"
"7798348846246";"05-0217";"NEGRO/NUDE";"1"
"7798348846253";"05-0217";"NEGRO/NUDE";"2"
"7798348846260";"05-0217";"NEGRO/NUDE";"3"
"7798348846277";"05-0217";"NEGRO/NUDE";"4"
"7798348846284";"05-906";"BLANCO";"85"
"7798348846291";"05-906";"BLANCO";"90"
"7798348846307";"05-906";"BLANCO";"95"
"7798348846314";"05-906";"BLANCO";"100"
"7798348846321";"05-908";"AZUL";"85"
"7798348846338";"05-908";"AZUL";"90"
"7798348846345";"05-908";"AZUL";"95"
"7798348846352";"05-908";"AZUL";"100"
"7798348846369";"05-1245";"BLANCO";"85"
"7798348846376";"05-1245";"BLANCO";"90"
"7798348846383";"05-1245";"BLANCO";"95"
"7798348846390";"05-1245";"BLANCO";"100"
"7798348846406";"05-1245";"NEGRO";"85"
"7798348846413";"05-1245";"NEGRO";"90"
"7798348846420";"05-1245";"NEGRO";"95"
"7798348846437";"05-1245";"NEGRO";"100"
"7798348846444";"05-906";"VERDE JADE";"85"
"7798348846451";"05-906";"VERDE JADE";"90"
"7798348846468";"05-906";"VERDE JADE";"95"
"7798348846475";"05-906";"VERDE JADE";"100"
"7798348846482";"05-202";"BLANCO";"90"
"7798348846499";"05-202";"BLANCO";"95"
"7798348846505";"05-202";"BLANCO";"100"
"7798348846512";"05-202";"BLANCO";"105"
"7798348846529";"05-202";"BLANCO";"110"
"7798348846536";"05-202";"NEGRO";"90"
"7798348846543";"05-202";"NEGRO";"95"
"7798348846550";"05-202";"NEGRO";"100"
"7798348846567";"05-202";"NEGRO";"105"
"7798348846574";"05-202";"NEGRO";"110"
"7798348846581";"05-0211";"BLANCO/SOFIA";"1"
"7798348846598";"05-0211";"BLANCO/SOFIA";"2"
"7798348846604";"05-0211";"BLANCO/SOFIA";"3"
"7798348846611";"05-0211";"BLANCO/SOFIA";"4"
"7798348846628";"05-0211";"NEGRO/NUDE";"1"
"7798348846635";"05-0211";"NEGRO/NUDE";"2"
"7798348846642";"05-0211";"NEGRO/NUDE";"3"
"7798348846659";"05-0211";"NEGRO/NUDE";"4"
"7798348848219";"07-105";"GRIS";"2"
"7798348848233";"07-106";"GRIS";"1"
"7798348848240";"07-120";"GRIS";"1"
"7798348848257";"07-106";"GRIS";"2"
"7798348848264";"07-106";"GRIS";"3"
"7798348848271";"07-106";"GRIS";"4"
"7798348848288";"07-113";"AZUL";"1"
"7798348848295";"07-113";"AZUL";"2"
"7798348848301";"07-113";"AZUL";"3"
"7798348848318";"07-113";"AZUL";"4"
"7798348848325";"07-114";"BLANCO";"1"
"7798348848332";"07-114";"BLANCO";"2"
"7798348848349";"07-114";"BLANCO";"3"
"7798348848356";"07-114";"BLANCO";"4"
"7798348848363";"07-114";"ROJO";"1"
"7798348848370";"07-114";"ROJO";"2"
"7798348848387";"07-114";"ROJO";"3"
"7798348848394";"07-114";"ROJO";"4"
"7798348848400";"07-119";"BULGARIAN";"1"
"7798348848417";"07-119";"BULGARIAN";"2"
"7798348848424";"07-119";"BULGARIAN";"3"
"7798348848431";"07-119";"BULGARIAN";"4"
"7798348848448";"07-119";"GRIS";"1"
"7798348848455";"07-119";"GRIS";"2"
"7798348848462";"07-119";"GRIS";"3"
"7798348848479";"07-119";"GRIS";"4"
"7798348848486";"07-119";"PALMERAS";"1"
"7798348848493";"07-119";"PALMERAS";"2"
"7798348848509";"07-119";"PALMERAS";"3"
"7798348848516";"07-119";"PALMERAS";"4"
"7798348848523";"07-119";"PLUMAS";"1"
"7798348848530";"07-119";"PLUMAS";"2"
"7798348848547";"07-119";"PLUMAS";"3"
"7798348848554";"07-119";"PLUMAS";"4"
"7798348848561";"07-119";"VERDE";"1"
"7798348848578";"07-119";"VERDE";"2"
"7798348848585";"07-119";"VERDE";"3"
"7798348848592";"07-119";"VERDE";"4"
"7798348848608";"07-119";"VERSACE";"1"
"7798348848615";"07-119";"VERSACE";"2"
"7798348848622";"07-119";"VERSACE";"3"
"7798348848639";"07-119";"VERSACE";"4"
"7798348848646";"07-120";"BULGARIAN";"1"
"7798348848653";"07-120";"BULGARIAN";"2"
"7798348848660";"07-120";"BULGARIAN";"3"
"7798348848677";"07-120";"BULGARIAN";"4"
"7798348848684";"07-120";"GRIS";"1"
"7798348848691";"07-120";"GRIS";"2"
"7798348848707";"07-120";"GRIS";"3"
"7798348848714";"07-120";"GRIS";"4"
"7798348848721";"07-120";"PALMERAS";"1"
"7798348848738";"07-120";"PALMERAS";"2"
"7798348848745";"07-120";"PALMERAS";"3"
"7798348848752";"07-120";"PALMERAS";"4"
"7798348848769";"07-120";"PLUMAS";"1"
"7798348848776";"07-120";"PLUMAS";"2"
"7798348848783";"07-120";"PLUMAS";"3"
"7798348848790";"07-120";"PLUMAS";"4"
"7798348848806";"07-120";"VERSACE";"1"
"7798348848813";"07-120";"VERSACE";"2"
"7798348848820";"07-120";"VERSACE";"3"
"7798348848837";"07-120";"VERSACE";"4"
"7798348848882";"07-121";"MARVLE";"1"
"7798348848899";"07-121";"MARVLE";"2"
"7798348848905";"07-121";"MARVLE";"3"
"7798348848912";"07-121";"MARVLE";"4"
"7798348848929";"07-130";"BLANCO";"1"
"7798348848936";"07-130";"BLANCO";"2"
"7798348848943";"07-130";"BLANCO";"3"
"7798348848950";"07-130";"BLANCO";"4"
"7798348848967";"07-130";"GRIS";"1"
"7798348848974";"07-130";"GRIS";"2"
"7798348848981";"07-130";"GRIS";"3"
"7798348848998";"07-130";"GRIS";"4"
"7798348849001";"07-130";"NEGRO";"1"
"7798348849018";"07-130";"NEGRO";"2"
"7798348849025";"07-130";"NEGRO";"3"
"7798348849032";"07-130";"NEGRO";"4"
"7798348849049";"07-130";"TIBURON";"1"
"7798348849056";"07-130";"TIBURON";"2"
"7798348849063";"07-130";"TIBURON";"3"
"7798348849070";"07-130";"TIBURON";"4"
"7798348849087";"07-131";"ARGENTINA";"1"
"7798348849094";"07-131";"ARGENTINA";"2"
"7798348849100";"07-131";"ARGENTINA";"3"
"7798348849117";"07-131";"ARGENTINA";"4"
"7798348849124";"07-131";"BOCA";"1"
"7798348849131";"07-131";"BOCA";"2"
"7798348849148";"07-131";"BOCA";"3"
"7798348849155";"07-131";"BOCA";"4"
"7798348849162";"07-131";"FRANCIA";"1"
"7798348849179";"07-131";"FRANCIA";"2"
"7798348849186";"07-131";"FRANCIA";"3"
"7798348849193";"07-131";"FRANCIA";"4"
"7798348849209";"07-131";"ITALIA";"1"
"7798348849216";"07-131";"ITALIA";"2"
"7798348849223";"07-131";"ITALIA";"3"
"7798348849230";"07-131";"ITALIA";"4"
"7798348849247";"07-131";"RIVER";"1"
"7798348849254";"07-131";"RIVER";"2"
"7798348849261";"07-131";"RIVER";"3"
"7798348849278";"07-131";"RIVER";"4"
"7798348849285";"07-132";"ARGENTINA";"1"
"7798348849292";"07-132";"ARGENTINA";"2"
"7798348849308";"07-132";"ARGENTINA";"3"
"7798348849315";"07-132";"ARGENTINA";"4"
"7798348849322";"07-132";"BOCA";"1"
"7798348849339";"07-132";"BOCA";"2"
"7798348849346";"07-132";"BOCA";"3"
"7798348849353";"07-132";"BOCA";"4"
"7798348849360";"07-132";"FRANCIA";"1"
"7798348849377";"07-132";"FRANCIA";"2"
"7798348849384";"07-132";"FRANCIA";"3"
"7798348849391";"07-132";"FRANCIA";"4"
"7798348849407";"07-132";"ITALIA";"1"
"7798348849414";"07-132";"ITALIA";"2"
"7798348849421";"07-132";"ITALIA";"3"
"7798348849438";"07-132";"ITALIA";"4"
"7798348849445";"07-132";"RIVER";"1"
"7798348849452";"07-132";"RIVER";"2"
"7798348849469";"07-132";"RIVER";"3"
"7798348849476";"07-132";"RIVER";"4"
"7798348849483";"05-5690";"BLANCO";"85"
"7798348849490";"05-5690";"BLANCO";"90"
"7798348849506";"05-5690";"BLANCO";"95"
"7798348849513";"05-5690";"BLANCO";"100"
"7798348849520";"05-5690";"NEGRO";"85"
"7798348849537";"05-5690";"NEGRO";"90"
"7798348849544";"05-5690";"NEGRO";"95"
"7798348849551";"05-5690";"NEGRO";"100"
"7798348849568";"05-5690";"ROSA";"85"
"7798348849575";"05-5690";"ROSA";"90"
"7798348849582";"05-5690";"ROSA";"95"
"7798348849599";"05-5690";"ROSA";"100"
"7798348849605";"05-5687";"BLANCO";"85"
"7798348849612";"05-5687";"BLANCO";"90"
"7798348849629";"05-5687";"BLANCO";"95"
"7798348849636";"05-5687";"BLANCO";"100"
"7798348849643";"05-5687";"NEGRO";"85"
"7798348849650";"05-5687";"NEGRO";"90"
"7798348849667";"05-5687";"NEGRO";"95"
"7798348849674";"05-5687";"NEGRO";"100"
"7798348849681";"05-5687";"RUBI";"85"
"7798348849698";"05-5687";"RUBI";"90"
"7798348849704";"05-5687";"RUBI";"95"
"7798348849711";"05-5687";"RUBI";"100"
"7798348849728";"05-5687";"NUDE";"85"
"7798348849735";"05-5687";"NUDE";"90"
"7798348849742";"05-5687";"NUDE";"95"
"7798348849759";"05-5687";"NUDE";"100"
"7798348849766";"05-58";"CRUDO";"85"
"7798348849803";"05-907";"AZUL";"85"
"7798348849810";"05-907";"AZUL";"90"
"7798348849827";"05-907";"AZUL";"95"
"7798348849834";"05-907";"AZUL";"100"
"7798348849964";"05-5689";"BLANCO";"85"
"7798348849971";"05-5689";"BLANCO";"90"
"7798348849988";"05-5689";"BLANCO";"95"
"7798348849995";"05-5689";"BLANCO";"100"
"7798354370018";"05-5689";"NEGRO";"85"
"7798354370025";"05-5689";"NEGRO";"90"
"7798354370032";"05-5689";"NEGRO";"95"
"7798354370049";"05-5689";"NEGRO";"100"
"7798354370056";"05-5689";"ROSA";"85"
"7798354370063";"05-5689";"ROSA";"90"
"7798354370070";"05-5689";"ROSA";"95"
"7798354370087";"05-5689";"ROSA";"100"
"7798354370094";"05-905";"BLANCO";"85"
"7798354370100";"05-905";"BLANCO";"90"
"7798354370117";"05-905";"BLANCO";"95"
"7798354370124";"05-905";"BLANCO";"100"
"7798354370131";"05-905";"NEGRO";"85"
"7798354370148";"05-905";"NEGRO";"90"
"7798354370155";"05-905";"NEGRO";"95"
"7798354370162";"05-905";"NEGRO";"100"
"7798354370247";"05-0215";"NEGRO/NUDE";"1"
"7798354370254";"05-0215";"NEGRO/NUDE";"2"
"7798354370261";"05-0215";"NEGRO/NUDE";"3"
"7798354370278";"05-0215";"NEGRO/NUDE";"4"
"7798354370285";"05-202";"AZUL";"90"
"7798354370292";"05-202";"AZUL";"95"
"7798354370308";"05-202";"AZUL";"100"
"7798354370315";"05-202";"AZUL";"105"
"7798354370322";"05-202";"AZUL";"110"
"7798354370339";"05-202";"NUDE";"90"
"7798354370346";"05-202";"NUDE";"95"
"7798354370353";"05-202";"NUDE";"100"
"7798354370360";"05-202";"NUDE";"105"
"7798354370377";"05-202";"NUDE";"110"
"7798354370384";"05-0100";"NEGRO/NUDE";"1"
"7798354370391";"05-0100";"NEGRO/NUDE";"2"
"7798354370407";"05-0100";"NEGRO/NUDE";"3"
"7798354370414";"05-0100";"NEGRO/NUDE";"4"
"7798354370421";"05-0100";"BLANCO/NUDE";"1"
"7798354370438";"05-0100";"BLANCO/NUDE";"2"
"7798354370445";"05-0100";"BLANCO/NUDE";"3"
"7798354370452";"05-0100";"BLANCO/NUDE";"4"
"7798354370469";"05-5693";"BLANCO";"85"
"7798354370476";"05-5693";"BLANCO";"90"
"7798354370483";"05-5693";"BLANCO";"95"
"7798354370490";"05-5693";"BLANCO";"100"
"7798354370506";"05-5693";"NEGRO";"85"
"7798354370513";"05-5693";"NEGRO";"90"
"7798354370520";"05-5693";"NEGRO";"95"
"7798354370537";"05-5693";"NEGRO";"100"
"7798354370544";"05-204";"NEGRO";"90"
"7798354370551";"05-204";"NEGRO";"95"
"7798354370568";"05-204";"NEGRO";"100"
"7798354370575";"05-204";"NEGRO";"105"
"7798354370629";"05-204";"NEGRO";"90"
"7798354370636";"05-203";"NEGRO";"95"
"7798354370643";"05-203";"NEGRO";"100"
"7798354370650";"05-203";"NEGRO";"105"
"7798354370667";"05-903";"AZUL";"100"
"7798354370674";"05-903";"AZUL";"90"
"7798354370681";"05-903";"AZUL";"95"
"7798354370704";"05-920";"BLANCO";"85"
"7798354370711";"05-920";"BLANCO";"90"
"7798354370728";"05-920";"BLANCO";"95"
"7798354370735";"05-920";"BLANCO";"100"
"7798354370742";"05-5695";"BLANCO";"85"
"7798354370759";"05-5695";"BLANCO";"90"
"7798354370766";"05-5695";"BLANCO";"95"
"7798354370773";"05-5695";"BLANCO";"100"
"7798354370780";"05-5695";"NEGRO";"85"
"7798354370797";"05-5695";"NEGRO";"90"
"7798354370803";"05-5695";"NEGRO";"95"
"7798354370810";"05-5695";"NEGRO";"100"
"7798354370872";"05-202";"VINO";"90"
"7798354370889";"05-202";"VINO";"95"
"7798354370896";"05-202";"VINO";"100"
"7798354370902";"05-202";"VINO";"105"
"7798354370919";"05-202";"VINO";"110"
"7798354370926";"05-5695";"NEGRO";"85"
"7798354370933";"05-52";"NEGRO";"90"
"7798354370940";"05-52";"NEGRO";"95"
"7798354370957";"05-52";"NEGRO";"100"
"7798354370964";"05-52";"NOUGAT";"85"
"7798354370971";"05-52";"NOUGAT";"90"
"7798354370988";"05-52";"NOUGAT";"95"
"7798354370995";"05-52";"NOUGAT";"100"
"7798354371008";"05-52";"BLANCO";"85"
"7798354371015";"05-52";"BLANCO";"90"
"7798354371022";"05-52";"BLANCO";"95"
"7798354371039";"05-52";"BLANCO";"100"
"7798354371046";"05-52";"SOFIA";"85"
"7798354371053";"05-52";"SOFIA";"90"
"7798354371060";"05-52";"SOFIA";"95"
"7798354371077";"05-52";"SOFIA";"100"
"7798354371121";"05-921";"NEGRO";"85"
"7798354371138";"05-921";"NEGRO";"90"
"7798354371145";"05-921";"NEGRO";"95"
"7798354371152";"05-921";"NEGRO";"100"
"7798354371169";"05-921";"BLANCO";"85"
"7798354371176";"05-921";"BLANCO";"90"
"7798354371183";"05-921";"BLANCO";"95"
"7798354371190";"05-921";"BLANCO";"100"
"7798354371206";"05-923";"NEGRO";"85"
"7798354371213";"05-923";"NEGRO";"90"
"7798354371220";"05-923";"NEGRO";"95"
"7798354371237";"05-923";"NEGRO";"100"
"7798354371244";"05-923";"BLANCO";"85"
"7798354371251";"05-923";"BLANCO";"90"
"7798354371268";"05-923";"BLANCO";"95"
"7798354371275";"05-923";"BLANCO";"100"
"7798354371282";"05-925";"NEGRO";"85"
"7798354371299";"05-925";"NEGRO";"90"
"7798354371305";"05-925";"NEGRO";"95"
"7798354371312";"05-925";"NEGRO";"100"
"7798354371329";"05-925";"BLANCO";"85"
"7798354371336";"05-925";"BLANCO";"90"
"7798354371343";"05-925";"BLANCO";"95"
"7798354371350";"05-925";"BLANCO";"100"
"7798354371367";"05-927";"NEGRO";"85"
"7798354371374";"05-927";"NEGRO";"90"
"7798354371381";"05-927";"NEGRO";"95"
"7798354371398";"05-927";"NEGRO";"100"
"7798354371404";"05-927";"BLANCO";"85"
"7798354371411";"05-927";"BLANCO";"90"
"7798354371428";"05-927";"BLANCO";"95"
"7798354371435";"05-927";"BLANCO";"100"
"7798354371442";"05-929";"NEGRO";"85"
"7798354371459";"05-929";"NEGRO";"90"
"7798354371466";"05-929";"NEGRO";"95"
"7798354371473";"05-929";"NEGRO";"100"
"7798354371480";"05-929";"BLANCO";"85"
"7798354371497";"05-929";"BLANCO";"90"
"7798354371503";"05-929";"BLANCO";"95"
"7798354371510";"05-929";"BLANCO";"100"
"7798354371527";"05-48";"SOFIA";"90"
"7798354371534";"05-48";"SOFIA";"95"
"7798354371541";"05-48";"SOFIA";"100"
"7798354371671";"05-56";"CRUDO";"85"
"7798354371688";"05-56";"CRUDO";"90"
"7798354371695";"05-56";"CRUDO";"95"
"7798354371701";"05-56";"CRUDO";"100"
"7798354371831";"05-920";"NEGRO";"85"
"7798354371848";"05-920";"NEGRO";"90"
"7798354371855";"05-920";"NEGRO";"95"
"7798354371862";"05-920";"NEGRO";"100"
"7798354371879";"05-906";"NEGRO";"85"
"7798354371886";"05-906";"NEGRO";"90"
"7798354371893";"05-906";"NEGRO";"95"
"7798354371909";"05-906";"NEGRO";"100"
"7798354371916";"05-926";"NEGRO";"85"
"7798354371923";"05-926";"NEGRO";"90"
"7798354371930";"05-926";"NEGRO";"95"
"7798354371947";"05-926";"NEGRO";"100"
"7798354371954";"05-926";"BLANCO";"85"
"7798354371961";"05-926";"BLANCO";"90"
"7798354371978";"05-926";"BLANCO";"95"
"7798354371985";"05-926";"BLANCO";"100"
"7798354371992";"05-903";"FRUTILLA";"85"
"7798354372005";"05-903";"FRUTILLA";"90"
"7798354372012";"05-903";"FRUTILLA";"95"
"7798354372029";"05-903";"FRUTILLA";"100"
"7798354372036";"05-903";"VERDE JADE";"85"
"7798354372043";"05-903";"VERDE JADE";"90"
"7798354372050";"05-903";"VERDE JADE";"95"
"7798354372067";"05-903";"VERDE JADE";"100"
"7798354372074";"05-903";"MADEIRA";"85"
"7798354372081";"05-903";"MADEIRA";"90"
"7798354372098";"05-903";"MADEIRA";"95"
"7798354372104";"05-903";"MADEIRA";"100"
"7798354372111";"05-903";"NEGRO";"85"
"7798354372128";"05-903";"NEGRO";"90"
"7798354372135";"05-903";"NEGRO";"95"
"7798354372142";"05-903";"NEGRO";"100"
"7798354372159";"05-901";"SOFIA";"85"
"7798354372166";"05-901";"SOFIA";"90"
"7798354372173";"05-901";"SOFIA";"95"
"7798354372180";"05-901";"SOFIA";"100"
"7798354372197";"05-920";"NUDE";"85"
"7798354372203";"05-920";"NUDE";"90"
"7798354372210";"05-920";"NUDE";"95"
"7798354372227";"05-920";"NUDE";"100"
"7798354372234";"05-922";"BLANCO";"85"
"7798354372241";"05-922";"BLANCO";"90"
"7798354372258";"05-922";"BLANCO";"95"
"7798354372265";"05-922";"BLANCO";"100"
"7798354372272";"05-922";"NEGRO";"85"
"7798354372289";"05-922";"NEGRO";"90"
"7798354372296";"05-922";"NEGRO";"95"
"7798354372302";"05-922";"NEGRO";"100"
"7798354372319";"07-121";"BARCO";"1"
"7798354372326";"07-121";"BARCO";"2"
"7798354372333";"07-121";"BARCO";"3"
"7798354372340";"07-121";"BARCO";"4"
"7798354372357";"05-906";"AZUL";"85"
"7798354372364";"05-906";"AZUL";"90"
"7798354372371";"05-906";"AZUL";"95"
"7798354372388";"05-906";"AZUL";"100"
"7798354372395";"07-116";"GRIS TOPO";"1"
"7798354372401";"07-116";"GRIS TOPO";"2"
"7798354372418";"07-116";"GRIS TOPO";"3"
"7798354372425";"07-116";"GRIS TOPO";"4"
"7798354372432";"07-115";"GRIS TOPO";"1"
"7798354372449";"07-115";"GRIS TOPO";"2"
"7798354372456";"07-115";"GRIS TOPO";"3"
"7798354372463";"07-115";"GRIS TOPO";"4"
"7798354372470";"05-60";"NEGRO";"85"
"7798354372487";"05-60";"NEGRO";"90"
"7798354372494";"05-60";"NEGRO";"95"
"7798354372500";"05-60";"NEGRO";"100"
"7798354372586";"05-5717";"NEGRO";"85"
"7798354372593";"05-5717";"NEGRO";"90"
"7798354372609";"05-5717";"NEGRO";"95"
"7798354372616";"05-5717";"NEGRO";"100"
"7798354372623";"05-1251";"ARENA";"85"
"7798354372630";"05-1251";"ARENA";"90"
"7798354372647";"05-1251";"ARENA";"95"
"7798354372654";"05-1251";"ARENA";"100"
"7798354372661";"05-1251";"BLANCO";"85"
"7798354372678";"05-1251";"BLANCO";"90"
"7798354372685";"05-1251";"BLANCO";"95"
"7798354372692";"05-1251";"BLANCO";"100"
"7798354372708";"05-1251";"FRANCIA";"85"
"7798354372715";"05-1251";"FRANCIA";"90"
"7798354372722";"05-1251";"FRANCIA";"95"
"7798354372739";"05-1251";"FRANCIA";"100"
"7798354372746";"05-1251";"FUCSIA";"85"
"7798354372753";"05-1251";"FUCSIA";"90"
"7798354372760";"05-1251";"FUCSIA";"95"
"7798354372777";"05-1251";"FUCSIA";"100"
"7798354372784";"05-1251";"MADEIRA";"85"
"7798354372791";"05-1251";"MADEIRA";"90"
"7798354372807";"05-1251";"MADEIRA";"95"
"7798354372814";"05-1251";"MADEIRA";"100"
"7798354372821";"05-1251";"NEGRO";"85"
"7798354372838";"05-1251";"NEGRO";"90"
"7798354372845";"05-1251";"NEGRO";"95"
"7798354372852";"05-1251";"NEGRO";"100"
"7798354372869";"05-1251";"ROSA";"85"
"7798354372876";"05-1251";"ROSA";"90"
"7798354372883";"05-1251";"ROSA";"95"
"7798354372890";"05-1251";"ROSA";"100"
"7798354372906";"05-1251";"VINO";"85"
"7798354372913";"05-1251";"VINO";"90"
"7798354372920";"05-1251";"VINO";"95"
"7798354372937";"05-1251";"VINO";"100"
"7798354372944";"05-1247";"SOFIA";"85"
"7798354372951";"05-1247";"SOFIA";"90"
"7798354372968";"05-1247";"SOFIA";"95"
"7798354372975";"05-1247";"SOFIA";"100"
"7798354372982";"05-1247";"BLANCO";"85"
"7798354372999";"05-1247";"BLANCO";"90"
"7798354373002";"05-1247";"BLANCO";"95"
"7798354373019";"05-1247";"BLANCO";"100"
"7798354373026";"05-1247";"NEGRO";"85"
"7798354373033";"05-1247";"NEGRO";"90"
"7798354373040";"05-1247";"NEGRO";"95"
"7798354373057";"05-1247";"NEGRO";"100"
"7798354373064";"05-1246";"NEGRO";"85"
"7798354373071";"05-1246";"NEGRO";"90"
"7798354373088";"05-1246";"NEGRO";"95"
"7798354373095";"05-1246";"NEGRO";"100"
"7798354373101";"05-1246";"SOFIA";"85"
"7798354373118";"05-1246";"SOFIA";"90"
"7798354373125";"05-1246";"SOFIA";"95"
"7798354373132";"05-1246";"SOFIA";"100"
"7798354373149";"05-1246";"BLANCO";"85"
"7798354373156";"05-1246";"BLANCO";"90"
"7798354373163";"05-1246";"BLANCO";"95"
"7798354373170";"05-1246";"BLANCO";"100"
"7798354373187";"05-1216";"ROJO";"85"
"7798354373194";"05-1216";"ROJO";"90"
"7798354373200";"05-1216";"ROJO";"95"
"7798354373217";"05-1216";"ROJO";"100"
"7798354373224";"05-5717";"ROJO";"85"
"7798354373231";"05-5717";"ROJO";"90"
"7798354373248";"05-5717";"ROJO";"95"
"7798354373255";"05-5717";"ROJO";"100"
"7798354373262";"05-5717";"SALMON/APRICOT";"85"
"7798354373279";"05-5717";"SALMON/APRICOT";"90"
"7798354373286";"05-5717";"SALMON/APRICOT";"95"
"7798354373293";"05-5717";"SALMON/APRICOT";"100"
"7798354373309";"05-5717";"BLANCO";"85"
"7798354373316";"05-5717";"BLANCO";"90"
"7798354373323";"05-5717";"BLANCO";"95"
"7798354373330";"05-5717";"BLANCO";"100"
"7798354373347";"05-5717";"PETALO";"85"
"7798354373354";"05-5717";"PETALO";"90"
"7798354373361";"05-5717";"PETALO";"95"
"7798354373378";"05-5717";"PETALO";"100"
"7798354373385";"07-138";"BLANCO/AZUL";"1"
